SessionID,Configuration Name,Observer,DeviceID,Edited,Session Start Time,Recorded Start Time,Session End Time,DateTime,Date,Time,Year,Month,Hour,Project Animals,Duration,Habitat Map,Grid Size,Image Size,Notes,Channel Type,Subject Type,Focal Name,Group Count,Frame Number,Interval Channel 1 Name,Interval Channel 1 Value,Space Use Grid X,Space Use Grid Y,Space Use Grid XY,Space Use Coordinate X,Space Use Coordinate Y,Space Use Coordinate XY,Question: Scent used and location sprayed?_36,Conditions,Cond.Locations1,Cond.Locations2
61,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,10/5/22 17:31,10/5/22 17:31,,10/5/22 17:31,10/5/22,17:31:47,2022,5,17,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,4,1,Red Dhole,Locomotion,,,,,,,,,,
61,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,10/5/22 17:31,10/5/22 17:31,,10/5/22 17:31,10/5/22,17:31:47,2022,5,17,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,1,,,1,1,"1, 1",127,132,"127, 132",,,,
61,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,10/5/22 17:31,10/5/22 17:31,,10/5/22 17:32,10/5/22,17:32:17,2022,5,17,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,2,2,Red Dhole,Resting/Vigilance,,,,,,,,,,
61,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,10/5/22 17:31,10/5/22 17:31,,10/5/22 17:32,10/5/22,17:32:17,2022,5,17,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,2,,,1,1,"1, 1",105,145,"105, 145",,,,
61,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,10/5/22 17:31,10/5/22 17:31,,10/5/22 17:32,10/5/22,17:32:17,2022,5,17,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 02,,2,,,1,1,"1, 1",126,192,"126, 192",,,,
61,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,10/5/22 17:31,10/5/22 17:31,,10/5/22 17:32,10/5/22,17:32:17,2022,5,17,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 03,,2,,,1,1,"1, 1",169,118,"169, 118",,,,
61,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,10/5/22 17:31,10/5/22 17:31,,10/5/22 17:32,10/5/22,17:32:17,2022,5,17,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 04,,2,,,1,1,"1, 1",168,198,"168, 198",,,,
62,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:33,11/5/22 13:33,,11/5/22 13:34,11/5/22,13:34:04,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,3,1,Red Dhole,Locomotion,,,,,,,,,,
62,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:33,11/5/22 13:33,,11/5/22 13:34,11/5/22,13:34:04,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,1,,,1,1,"1, 1",101,149,"101, 149",,,,
62,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:33,11/5/22 13:33,,11/5/22 13:34,11/5/22,13:34:34,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,2,2,Red Dhole,Resting/Vigilance,,,,,,,,,,
62,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:33,11/5/22 13:33,,11/5/22 13:34,11/5/22,13:34:34,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,2,,,1,1,"1, 1",109,141,"109, 141",,,,
62,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:33,11/5/22 13:33,,11/5/22 13:34,11/5/22,13:34:34,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 02,,2,,,1,1,"1, 1",417,63,"417, 63",,,,
62,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:33,11/5/22 13:33,,11/5/22 13:34,11/5/22,13:34:34,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 03,,2,,,1,1,"1, 1",137,162,"137, 162",,,,
62,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:33,11/5/22 13:33,,11/5/22 13:35,11/5/22,13:35:34,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,2,4,Red Dhole,Investigation of scent,,,,,,,,,,
62,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:33,11/5/22 13:33,,11/5/22 13:35,11/5/22,13:35:34,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,4,,,1,1,"1, 1",132,136,"132, 136",,,,
62,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:33,11/5/22 13:33,,11/5/22 13:35,11/5/22,13:35:34,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 02,,4,,,1,1,"1, 1",243,145,"243, 145",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:37,11/5/22,13:37:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,2,1,Red Dhole,Resting/Vigilance,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:37,11/5/22,13:37:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,1,,,1,1,"1, 1",78,97,"78, 97",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:38,11/5/22,13:38:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,5,3,Red Dhole,Locomotion,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:38,11/5/22,13:38:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,1,3,Red Dhole,Resting/Vigilance,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:38,11/5/22,13:38:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,3,,,1,1,"1, 1",169,196,"169, 196",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:38,11/5/22,13:38:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 02,,3,,,1,1,"1, 1",271,171,"271, 171",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:38,11/5/22,13:38:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 03,,3,,,1,1,"1, 1",99,162,"99, 162",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:38,11/5/22,13:38:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 04,,3,,,1,1,"1, 1",428,84,"428, 84",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:38,11/5/22,13:38:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 05,,3,,,1,1,"1, 1",348,135,"348, 135",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:38,11/5/22,13:38:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,4,,,1,1,"1, 1",237,149,"237, 149",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:39,11/5/22,13:39:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,2,5,Red Dhole,Resting/Vigilance,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:39,11/5/22,13:39:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,5,,,1,1,"1, 1",259,119,"259, 119",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:40,11/5/22,13:40:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,2,8,Red Dhole,Resting/Vigilance,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:40,11/5/22,13:40:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,1,8,Red Dhole,Locomotion,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:40,11/5/22,13:40:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,8,,,1,1,"1, 1",190,128,"190, 128",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:40,11/5/22,13:40:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 02,,8,,,1,1,"1, 1",303,124,"303, 124",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:41,11/5/22,13:41:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,3,9,Red Dhole,Resting/Vigilance,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:41,11/5/22,13:41:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,1,9,Red Dhole,Investigation of scent,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:41,11/5/22,13:41:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,9,,,1,1,"1, 1",336,169,"336, 169",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:41,11/5/22,13:41:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 02,,9,,,1,1,"1, 1",402,141,"402, 141",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:41,11/5/22,13:41:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 03,,9,,,1,1,"1, 1",389,57,"389, 57",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:41,11/5/22,13:41:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,2,10,Red Dhole,Sleep,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:41,11/5/22,13:41:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,10,,,1,1,"1, 1",184,143,"184, 143",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:41,11/5/22,13:41:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 02,,10,,,1,1,"1, 1",260,179,"260, 179",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:41,11/5/22,13:41:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 03,,10,,,1,1,"1, 1",174,220,"174, 220",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:41,11/5/22,13:41:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 04,,10,,,1,1,"1, 1",292,80,"292, 80",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:42,11/5/22,13:42:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,3,11,Red Dhole,Resting/Vigilance,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:42,11/5/22,13:42:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,11,,,1,1,"1, 1",402,162,"402, 162",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:42,11/5/22,13:42:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 02,,11,,,1,1,"1, 1",352,155,"352, 155",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:42,11/5/22,13:42:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 03,,11,,,1,1,"1, 1",567,45,"567, 45",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:42,11/5/22,13:42:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,3,12,Red Dhole,Resting/Vigilance,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:42,11/5/22,13:42:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,3,12,Red Dhole,OOS,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:42,11/5/22,13:42:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,12,,,1,1,"1, 1",386,151,"386, 151",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:42,11/5/22,13:42:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 02,,12,,,1,1,"1, 1",421,135,"421, 135",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:42,11/5/22,13:42:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 03,,12,,,1,1,"1, 1",471,104,"471, 104",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:43,11/5/22,13:43:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,3,13,Red Dhole,Resting/Vigilance,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:43,11/5/22,13:43:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,3,13,Red Dhole,OOS,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:43,11/5/22,13:43:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,13,,,1,1,"1, 1",368,168,"368, 168",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:43,11/5/22,13:43:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 02,,13,,,1,1,"1, 1",422,153,"422, 153",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:43,11/5/22,13:43:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 03,,13,,,1,1,"1, 1",398,170,"398, 170",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:43,11/5/22,13:43:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,3,14,Red Dhole,Resting/Vigilance,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:43,11/5/22,13:43:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,3,14,Red Dhole,OOS,,,,,,,,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:43,11/5/22,13:43:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 01,,14,,,1,1,"1, 1",287,182,"287, 182",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:43,11/5/22,13:43:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 02,,14,,,1,1,"1, 1",300,190,"300, 190",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:43,11/5/22,13:43:56,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole 03,,14,,,1,1,"1, 1",351,176,"351, 176",,,,
63,Red dhole scent,C3: Daniel Anthony,3511b43c-490d-4271-88ef-27f41ff19987,No,11/5/22 13:36,11/5/22 13:36,,11/5/22 13:44,11/5/22,13:44:26,2022,5,13,"Red Dhole,Red Dhole 1,Red Dhole 2,Red Dhole 3,Red Dhole 4,Red Dhole 5,Red Dhole 6",15,Default Map,"12,10",600x600,,Interval,Group,Red Dhole,2,15,Red Dhole,Resting/Vigilance,,,,,,,,,,
