"SessionID","Configuration Name","Observer","DeviceID","Edited","Session Start Time","Recorded Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Habitat Map","Grid Size","Image Size","Notes","Channel Type","Subject Type","Focal Name","Group Count","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Space Use Grid X","Space Use Grid Y","Space Use Grid XY","Space Use Coordinate X","Space Use Coordinate Y","Space Use Coordinate XY","Question: Scent used and location sprayed?_35"
"113","Malayan Tiger Scent","Intern: Yan Hong","d79cc267-7d2b-471f-9452-fbac2ea60c31","No","2022-06-06 16:32:37","2022-06-06 16:32:37","2022-06-06 16:47:37","2022-06-06 16:45:07","2022-06-06","16:45:07","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","25","Malayan Tigers","Resting/Vigilance","2","4","2, 4","59","188","59, 188","Chicken blood. Location: B and D"
"113","Malayan Tiger Scent","Intern: Yan Hong","d79cc267-7d2b-471f-9452-fbac2ea60c31","No","2022-06-06 16:32:37","2022-06-06 16:32:37","2022-06-06 16:47:37","2022-06-06 16:45:37","2022-06-06","16:45:37","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","26","Malayan Tigers","Resting/Vigilance","2","4","2, 4","60","190","60, 190","Chicken blood. Location: B and D"
"113","Malayan Tiger Scent","Intern: Yan Hong","d79cc267-7d2b-471f-9452-fbac2ea60c31","No","2022-06-06 16:32:37","2022-06-06 16:32:37","2022-06-06 16:47:37","2022-06-06 16:46:07","2022-06-06","16:46:07","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","27","Malayan Tigers","Resting/Vigilance","2","4","2, 4","59","191","59, 191","Chicken blood. Location: B and D"
"113","Malayan Tiger Scent","Intern: Yan Hong","d79cc267-7d2b-471f-9452-fbac2ea60c31","No","2022-06-06 16:32:37","2022-06-06 16:32:37","2022-06-06 16:47:37","2022-06-06 16:46:37","2022-06-06","16:46:37","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","28","Malayan Tigers","Resting/Vigilance","2","4","2, 4","59","182","59, 182","Chicken blood. Location: B and D"
"113","Malayan Tiger Scent","Intern: Yan Hong","d79cc267-7d2b-471f-9452-fbac2ea60c31","No","2022-06-06 16:32:37","2022-06-06 16:32:37","2022-06-06 16:47:37","2022-06-06 16:47:07","2022-06-06","16:47:07","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","29","Malayan Tigers","Resting/Vigilance","2","4","2, 4","58","190","58, 190","Chicken blood. Location: B and D"
"113","Malayan Tiger Scent","Intern: Yan Hong","d79cc267-7d2b-471f-9452-fbac2ea60c31","No","2022-06-06 16:32:37","2022-06-06 16:32:37","2022-06-06 16:47:37","2022-06-06 16:47:37","2022-06-06","16:47:37","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","30","Malayan Tigers","Resting/Vigilance","2","3","2, 3","66","178","66, 178","Chicken blood. Location: B and D"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:04:34","2022-06-16","16:04:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","1","Malayan Tigers","Locomotion","2","1","2, 1","96","57","96, 57","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:05:04","2022-06-16","16:05:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","2","Malayan Tigers","Locomotion","3","1","3, 1","110","40","110, 40","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:05:34","2022-06-16","16:05:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","3","Malayan Tigers","Locomotion","3","1","3, 1","101","49","101, 49","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:06:04","2022-06-16","16:06:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","4","Malayan Tigers","Stereotypy","2","2","2, 2","92","61","92, 61","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:06:34","2022-06-16","16:06:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","5","Malayan Tigers","Stereotypy","2","2","2, 2","86","68","86, 68","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:07:04","2022-06-16","16:07:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","6","Malayan Tigers","Stereotypy","1","2","1, 2","48","90","48, 90","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:07:34","2022-06-16","16:07:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","7","Malayan Tigers","Stereotypy","3","1","3, 1","147","41","147, 41","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:08:04","2022-06-16","16:08:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","8","Malayan Tigers","Resting/Vigilance","3","1","3, 1","123","39","123, 39","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:08:34","2022-06-16","16:08:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","9","Malayan Tigers","Stereotypy","2","2","2, 2","82","61","82, 61","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:09:04","2022-06-16","16:09:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","10","Malayan Tigers","Stereotypy","2","2","2, 2","51","74","51, 74","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:09:34","2022-06-16","16:09:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","11","Malayan Tigers","Stereotypy","1","2","1, 2","44","84","44, 84","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:10:04","2022-06-16","16:10:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","12","Malayan Tigers","Stereotypy","1","2","1, 2","49","82","49, 82","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:10:34","2022-06-16","16:10:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","13","Malayan Tigers","Stereotypy","2","1","2, 1","73","53","73, 53","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:11:04","2022-06-16","16:11:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","14","Malayan Tigers","Stereotypy","2","1","2, 1","79","59","79, 59","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:11:34","2022-06-16","16:11:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","15","Malayan Tigers","Stereotypy","1","2","1, 2","48","78","48, 78","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:12:04","2022-06-16","16:12:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","16","Malayan Tigers","Stereotypy","1","2","1, 2","42","76","42, 76","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:12:34","2022-06-16","16:12:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","17","Malayan Tigers","Stereotypy","1","2","1, 2","42","80","42, 80","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:13:04","2022-06-16","16:13:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","18","Malayan Tigers","Stereotypy","1","2","1, 2","49","80","49, 80","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:13:34","2022-06-16","16:13:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","19","Malayan Tigers","Stereotypy","1","2","1, 2","47","82","47, 82","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:14:04","2022-06-16","16:14:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","20","Malayan Tigers","Stereotypy","1","2","1, 2","46","78","46, 78","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:14:34","2022-06-16","16:14:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","21","Malayan Tigers","Locomotion","4","1","4, 1","199","48","199, 48","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:15:04","2022-06-16","16:15:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","22","Malayan Tigers","Locomotion","5","1","5, 1","214","42","214, 42","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:15:34","2022-06-16","16:15:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","23","Malayan Tigers","Locomotion","3","1","3, 1","144","51","144, 51","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:16:04","2022-06-16","16:16:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","24","Malayan Tigers","Stereotypy","3","1","3, 1","117","40","117, 40","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:16:34","2022-06-16","16:16:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","25","Malayan Tigers","Stereotypy","3","1","3, 1","128","45","128, 45","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:17:04","2022-06-16","16:17:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","26","Malayan Tigers","Stereotypy","3","1","3, 1","119","39","119, 39","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:17:34","2022-06-16","16:17:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","27","Malayan Tigers","Stereotypy","3","1","3, 1","119","46","119, 46","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:18:04","2022-06-16","16:18:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","28","Malayan Tigers","Stereotypy","3","1","3, 1","114","47","114, 47","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:18:34","2022-06-16","16:18:34","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","29","Malayan Tigers","Stereotypy","3","1","3, 1","113","39","113, 39","Baseline"
"366","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:04:04","2022-06-16 16:04:04","2022-06-16 16:19:04","2022-06-16 16:19:04","2022-06-16","16:19:04","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","30","Malayan Tigers","Stereotypy","3","1","3, 1","131","36","131, 36","Baseline"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:27:42","2022-06-16","16:27:42","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","1","Malayan Tigers","Locomotion","5","2","5, 2","222","63","222, 63","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:28:12","2022-06-16","16:28:12","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","2","","","3","2","3, 2","122","63","122, 63","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:28:42","2022-06-16","16:28:42","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","3","Malayan Tigers","Locomotion","2","2","2, 2","60","85","60, 85","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:29:12","2022-06-16","16:29:12","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","4","Malayan Tigers","Locomotion","2","2","2, 2","57","85","57, 85","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:29:42","2022-06-16","16:29:42","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","5","Malayan Tigers","Investigative Behaviour","1","2","1, 2","45","88","45, 88","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:30:12","2022-06-16","16:30:12","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","6","Malayan Tigers","Stereotypy","2","2","2, 2","87","68","87, 68","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:30:42","2022-06-16","16:30:42","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","7","","","2","2","2, 2","81","69","81, 69","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:31:12","2022-06-16","16:31:12","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","8","Malayan Tigers","Stereotypy","2","1","2, 1","92","56","92, 56","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:31:42","2022-06-16","16:31:42","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","9","Malayan Tigers","Resting/Vigilance","2","3","2, 3","70","122","70, 122","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:32:12","2022-06-16","16:32:12","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","10","","","1","2","1, 2","49","89","49, 89","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:32:42","2022-06-16","16:32:42","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","11","Malayan Tigers","Stereotypy","2","2","2, 2","54","93","54, 93","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:33:12","2022-06-16","16:33:12","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","12","Malayan Tigers","Stereotypy","3","2","3, 2","112","61","112, 61","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:33:42","2022-06-16","16:33:42","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","13","","","3","1","3, 1","119","52","119, 52","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:34:12","2022-06-16","16:34:12","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","14","","","4","1","4, 1","151","41","151, 41","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:34:42","2022-06-16","16:34:42","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","15","Malayan Tigers","Stereotypy","3","1","3, 1","135","53","135, 53","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:35:12","2022-06-16","16:35:12","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","16","Malayan Tigers","Stereotypy","3","1","3, 1","118","41","118, 41","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:35:42","2022-06-16","16:35:42","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","17","","","3","1","3, 1","144","38","144, 38","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:36:12","2022-06-16","16:36:12","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","18","","","3","1","3, 1","121","44","121, 44","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:36:42","2022-06-16","16:36:42","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","19","","","3","1","3, 1","133","49","133, 49","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:37:12","2022-06-16","16:37:12","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","20","","","1","2","1, 2","49","86","49, 86","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:37:42","2022-06-16","16:37:42","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","21","Malayan Tigers","Stereotypy","2","2","2, 2","74","69","74, 69","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:38:12","2022-06-16","16:38:12","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","22","Malayan Tigers","Stereotypy","2","2","2, 2","71","73","71, 73","Sambar deer; small log beside palm tree & tree at centre of exhibit"
"367","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-06-16 16:27:12","2022-06-16 16:27:12","2022-06-16 16:42:12","2022-06-16 16:38:42","2022-06-16","16:38:42","2022","6","16","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Default Map","12,10","600x600","","Interval","Individual","Bongsu","","23","","","2","2","2, 2","59","81","59, 81","Sambar deer; small log beside palm tree & tree at centre of exhibit"
