"SessionID","Configuration Name","Observer","DeviceID","Edited","Session Start Time","Recorded Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Habitat Map","Grid Size","Image Size","Notes","Channel Type","Subject Type","Focal Name","Group Count","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Space Use Grid X","Space Use Grid Y","Space Use Grid XY","Space Use Coordinate X","Space Use Coordinate Y","Space Use Coordinate XY","Question: Scent used and location sprayed?_35"
"1071","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-01 15:29:30","2022-07-01 15:29:30","2022-07-01 15:44:30","2022-07-01 15:40:30","2022-07-01","15:40:30","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","22","Malayan Tigers","Resting/Vigilance","2","6","2, 6","97","304","97, 304","Perfume; E and H"
"1071","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-01 15:29:30","2022-07-01 15:29:30","2022-07-01 15:44:30","2022-07-01 15:41:00","2022-07-01","15:41:00","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","23","Malayan Tigers","Resting/Vigilance","2","5","2, 5","96","299","96, 299","Perfume; E and H"
"1071","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-01 15:29:30","2022-07-01 15:29:30","2022-07-01 15:44:30","2022-07-01 15:41:30","2022-07-01","15:41:30","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","24","Malayan Tigers","Resting/Vigilance","2","5","2, 5","93","297","93, 297","Perfume; E and H"
"1071","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-01 15:29:30","2022-07-01 15:29:30","2022-07-01 15:44:30","2022-07-01 15:42:00","2022-07-01","15:42:00","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","25","Malayan Tigers","Resting/Vigilance","2","5","2, 5","98","300","98, 300","Perfume; E and H"
"1071","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-01 15:29:30","2022-07-01 15:29:30","2022-07-01 15:44:30","2022-07-01 15:42:30","2022-07-01","15:42:30","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","26","Malayan Tigers","Resting/Vigilance","2","5","2, 5","100","298","100, 298","Perfume; E and H"
"1071","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-01 15:29:30","2022-07-01 15:29:30","2022-07-01 15:44:30","2022-07-01 15:43:00","2022-07-01","15:43:00","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","27","Malayan Tigers","Resting/Vigilance","2","5","2, 5","99","299","99, 299","Perfume; E and H"
"1071","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-01 15:29:30","2022-07-01 15:29:30","2022-07-01 15:44:30","2022-07-01 15:43:30","2022-07-01","15:43:30","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","28","Malayan Tigers","Resting/Vigilance","3","6","3, 6","101","306","101, 306","Perfume; E and H"
"1071","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-01 15:29:30","2022-07-01 15:29:30","2022-07-01 15:44:30","2022-07-01 15:44:00","2022-07-01","15:44:00","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","29","Malayan Tigers","Resting/Vigilance","2","5","2, 5","100","297","100, 297","Perfume; E and H"
"1071","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-01 15:29:30","2022-07-01 15:29:30","2022-07-01 15:44:30","2022-07-01 15:44:30","2022-07-01","15:44:30","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","30","Malayan Tigers","Resting/Vigilance","3","5","3, 5","101","297","101, 297","Perfume; E and H"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:43:40","2022-07-08","14:43:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","1","Malayan Tigers","Resting/Vigilance","2","6","2, 6","92","307","92, 307","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:44:10","2022-07-08","14:44:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","2","Malayan Tigers","Locomotion","2","6","2, 6","94","307","94, 307","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:44:40","2022-07-08","14:44:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","3","Malayan Tigers","Locomotion","5","5","5, 5","221","253","221, 253","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:45:10","2022-07-08","14:45:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","4","Malayan Tigers","Locomotion","4","2","4, 2","200","77","200, 77","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:45:40","2022-07-08","14:45:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","5","Malayan Tigers","Resting/Vigilance","6","1","6, 1","268","42","268, 42","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:46:10","2022-07-08","14:46:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","6","Malayan Tigers","Locomotion","4","3","4, 3","198","129","198, 129","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:46:40","2022-07-08","14:46:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","7","Malayan Tigers","Stereotypy","4","4","4, 4","200","219","200, 219","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:47:10","2022-07-08","14:47:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","8","Malayan Tigers","Locomotion","5","4","5, 4","205","203","205, 203","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:47:40","2022-07-08","14:47:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","9","Malayan Tigers","Locomotion","5","2","5, 2","245","98","245, 98","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:48:10","2022-07-08","14:48:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","10","Malayan Tigers","Locomotion","5","2","5, 2","250","82","250, 82","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:48:40","2022-07-08","14:48:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","11","Malayan Tigers","Locomotion","5","2","5, 2","228","73","228, 73","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:49:10","2022-07-08","14:49:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","12","Malayan Tigers","Locomotion","5","2","5, 2","241","78","241, 78","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:49:40","2022-07-08","14:49:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","13","Malayan Tigers","Stereotypy","5","3","5, 3","225","160","225, 160","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:50:10","2022-07-08","14:50:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","14","Malayan Tigers","Stereotypy","5","4","5, 4","210","206","210, 206","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:50:40","2022-07-08","14:50:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","15","Malayan Tigers","Resting/Vigilance","5","3","5, 3","203","128","203, 128","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:51:10","2022-07-08","14:51:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","16","Malayan Tigers","Locomotion","5","3","5, 3","202","121","202, 121","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:51:40","2022-07-08","14:51:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","17","Malayan Tigers","Locomotion","3","5","3, 5","146","259","146, 259","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:52:10","2022-07-08","14:52:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","18","Malayan Tigers","Resting/Vigilance","5","2","5, 2","245","76","245, 76","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:52:40","2022-07-08","14:52:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","19","Malayan Tigers","Resting/Vigilance","5","2","5, 2","246","75","246, 75","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:53:10","2022-07-08","14:53:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","20","Malayan Tigers","Resting/Vigilance","6","2","6, 2","251","84","251, 84","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:53:40","2022-07-08","14:53:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","21","Malayan Tigers","Resting/Vigilance","6","2","6, 2","252","94","252, 94","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:54:10","2022-07-08","14:54:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","22","Malayan Tigers","Resting/Vigilance","5","2","5, 2","246","79","246, 79","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:54:40","2022-07-08","14:54:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","23","Malayan Tigers","Resting/Vigilance","5","2","5, 2","246","80","246, 80","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:55:10","2022-07-08","14:55:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","24","Malayan Tigers","Resting/Vigilance","5","2","5, 2","248","81","248, 81","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:55:40","2022-07-08","14:55:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","25","Malayan Tigers","Resting/Vigilance","5","2","5, 2","242","78","242, 78","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:56:10","2022-07-08","14:56:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","26","Malayan Tigers","Resting/Vigilance","5","2","5, 2","243","79","243, 79","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:56:40","2022-07-08","14:56:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","27","Malayan Tigers","Resting/Vigilance","5","2","5, 2","246","81","246, 81","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:57:10","2022-07-08","14:57:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","28","Malayan Tigers","Resting/Vigilance","5","2","5, 2","246","80","246, 80","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:57:40","2022-07-08","14:57:40","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","29","Malayan Tigers","Resting/Vigilance","5","2","5, 2","245","81","245, 81","Baseline"
"1259","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 14:43:10","2022-07-08 14:43:10","2022-07-08 14:58:10","2022-07-08 14:58:10","2022-07-08","14:58:10","2022","7","14","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","30","Malayan Tigers","Resting/Vigilance","5","2","5, 2","247","84","247, 84","Baseline"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:25:18","2022-07-08","15:25:18","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","1","Malayan Tigers","Locomotion","4","3","4, 3","176","170","176, 170","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:25:48","2022-07-08","15:25:48","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","2","Malayan Tigers","Locomotion","5","2","5, 2","229","74","229, 74","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:26:18","2022-07-08","15:26:18","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","3","Malayan Tigers","Locomotion","5","2","5, 2","215","73","215, 73","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:26:48","2022-07-08","15:26:48","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","4","Malayan Tigers","Locomotion","4","3","4, 3","198","126","198, 126","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:27:18","2022-07-08","15:27:18","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","5","Malayan Tigers","Locomotion","5","3","5, 3","242","138","242, 138","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:27:48","2022-07-08","15:27:48","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","6","Malayan Tigers","Locomotion","5","2","5, 2","227","74","227, 74","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:28:18","2022-07-08","15:28:18","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","7","Malayan Tigers","Locomotion","4","4","4, 4","185","222","185, 222","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:28:48","2022-07-08","15:28:48","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","8","Malayan Tigers","Locomotion","4","4","4, 4","168","235","168, 235","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:29:18","2022-07-08","15:29:18","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","9","Malayan Tigers","Locomotion","4","4","4, 4","182","226","182, 226","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:29:48","2022-07-08","15:29:48","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","10","Malayan Tigers","Locomotion","5","3","5, 3","212","162","212, 162","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:30:18","2022-07-08","15:30:18","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","11","Malayan Tigers","Locomotion","5","3","5, 3","212","168","212, 168","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:30:48","2022-07-08","15:30:48","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","12","Malayan Tigers","Resting/Vigilance","6","2","6, 2","257","73","257, 73","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:31:18","2022-07-08","15:31:18","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","13","Malayan Tigers","Locomotion","2","6","2, 6","99","303","99, 303","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:31:48","2022-07-08","15:31:48","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","14","Malayan Tigers","Locomotion","3","6","3, 6","147","312","147, 312","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:32:18","2022-07-08","15:32:18","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","15","Malayan Tigers","Locomotion","4","4","4, 4","185","225","185, 225","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:32:48","2022-07-08","15:32:48","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","16","Malayan Tigers","Resting/Vigilance","5","2","5, 2","247","75","247, 75","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:33:18","2022-07-08","15:33:18","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","17","Malayan Tigers","Resting/Vigilance","5","2","5, 2","244","71","244, 71","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:33:48","2022-07-08","15:33:48","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","18","Malayan Tigers","Resting/Vigilance","5","2","5, 2","242","71","242, 71","Cinnamon; B and C"
"1260","Malayan Tiger Scent","Intern: Yan Hong","735c2997-5b90-4ffa-906a-768add2ac89d","No","2022-07-08 15:24:48","2022-07-08 15:24:48","2022-07-08 15:39:48","2022-07-08 15:34:18","2022-07-08","15:34:18","2022","7","15","Malayan TIger,Sali,Arhaa,Bongsu","15.00","Tiger Exhibit","12,10","600x600","","Interval","Individual","Bongsu","","19","Malayan Tigers","Resting/Vigilance","5","2","5, 2","250","76","250, 76","Cinnamon; B and C"
